fecha,id_caso,descripcion,estado_caso,categoria,latitud,longitud
2012-08-04,874,tlpigwpdfjefjkmbo,2,6,12,14
2005-06-14,875,txenswsatepofrpqp,3,6,100,75
2017-10-06,876,vsdzdvzyhjpzdnsndf,1,9,55,76
2002-01-01,877,losigmtaqnkbfvx,2,4,75,82
2011-11-15,878,sobzfksmkpjjuqqfqadi,3,2,72,74
2013-05-15,879,dukcbskcvaitktfxsw,1,5,32,93
2016-12-10,880,gzfxfwhmpovqgqnkgplx,2,5,99,34
2000-01-01,881,wgsxqosspehprwagwtj,1,4,16,14
2017-03-16,882,idiomugbclyocwebb,1,6,72,79
2017-02-18,883,ylmlxrhvuucctothtamw,2,1,89,91
2017-11-17,884,cqbyrkudvzorzloktbd,1,7,29,43
2012-04-22,885,shbxkxkqfelichgw,2,7,54,93
2004-03-01,886,ebnakulbhbvxwxbw,1,5,59,90
2009-04-04,887,vsjwtoihjjewucx,2,3,75,70
2015-10-15,888,wiahpojsnhxugraflp,1,2,14,25
2010-01-22,889,mfxtnqbwdzbzdnkadm,2,9,23,15
2014-01-06,890,ciynuucevrxytwflga,1,5,85,5
2002-06-19,891,cbnjqlnwpouzusyjwvnr,1,4,73,49
2002-03-19,892,inzjnexhmzyfisa,3,3,68,74
2018-10-03,893,xoutoenhkngobex,2,10,38,25
2012-01-11,894,nkxvoakfzfjdxbd,2,2,28,39
2006-12-11,895,pakgpokoajnrxnxvcrix,2,4,41,12
2009-12-23,896,pllgmbwsaipzsubxyha,1,9,97,73
2002-12-14,897,oijguuhwzsxckavouc,1,1,45,77
2005-04-25,898,dftozwazsgvhmijbldb,3,8,36,74
2005-06-26,899,ezincbvamhuprfgaw,1,3,39,19
2005-01-02,900,lgaqcqumbsgroqhszna,3,6,35,80
2000-11-04,901,gstanmdceqbrmewaewb,3,8,54,28
2019-10-12,902,fcfdbatgnfybsbl,3,1,20,46
2010-01-10,903,eqqxarkjrcpbfxalot,3,4,70,24
2004-02-21,904,chhscqwbhggbniuqnt,2,6,23,49
2006-11-03,905,trpafodyauwputlovt,2,8,30,52
2017-03-22,906,qsqvylzlrmfsrcwvv,3,6,43,18
2012-09-16,907,njwaqfwctmjixbciytn,1,7,8,15
2017-11-09,908,fycqkhyhifzbrhfuvb,3,2,98,29
2001-02-03,909,upfwxzooiruxrqiggkgo,1,3,93,17
2019-08-07,910,szewocjqmxptbdmmnjh,1,2,38,61
2002-04-16,911,rvjnfjyhlbkqyrnfe,3,5,52,17
2016-09-13,912,smitvwugsxhduly,2,7,78,28
2004-06-05,913,vxxiisfrgudbqkufds,1,2,91,20
2000-07-28,914,kzjtcrwpkbvbtanqqoho,2,9,39,77
2018-10-27,915,aduzeqqgvltgfvmqjs,3,7,43,80
2012-12-06,916,hceslhzlsbxwvvqa,2,9,95,93
2019-11-25,917,ndlqyylbjyqxhoq,2,10,28,80
2017-04-30,918,cqbdgyfeofdovxzua,2,2,94,53
2016-08-04,919,evvyvxxbpwyesyrphxz,1,3,60,56
2007-08-05,920,aeqiczwjgnofahfe,2,4,91,26
2007-11-02,921,eacynteirvicrap,3,2,53,50
2009-08-12,922,jztwxuthdcxhuvz,1,1,65,68
2016-03-02,923,xykqatridtgvznsn,2,1,15,49
2000-01-19,924,abyepvqsibbzruxekoza,1,6,88,58
2006-05-15,925,ixvqakydxurpcgkbzjqx,3,4,83,39
2016-07-06,926,mzjnxnlqgofgviowf,3,7,22,7
2005-10-12,927,fxkvfrxkpcnguymkqt,2,2,1,20
2014-03-03,928,hdygnxtybmuzrrszhl,3,6,51,1
2002-01-27,929,ctzbcodsxzdkfthrcta,1,7,94,98
2016-03-10,930,vhkuxnxllpgpvruldy,2,7,13,71
2005-03-09,931,ltafllyatxmcopobvvko,1,3,47,34
2012-05-15,932,shsopotqzhfadeuefge,2,10,29,80
2006-03-16,933,ajkzlsuzypmnsfqsgzi,1,4,65,5
2018-05-06,934,jfjxcrmwysmzngbl,3,3,24,48
2017-08-11,935,bhhtczyncqpzhkskzj,1,7,53,5
2007-07-08,936,onesnktpcjdldpkicl,3,6,74,11
2004-04-17,937,jjfeajmfyrtzadl,3,8,22,31
2016-01-15,938,yyroqyrranbowkvfton,3,5,88,16
2018-09-06,939,falgpuwdqjlgwrtb,3,10,4,33
2015-08-01,940,emihpoqwpznbqajd,1,4,46,43
2017-05-21,941,ebmommgfqfpzsfkgnnne,1,5,25,27
2004-05-01,942,dfbicldkbllidhvgfr,2,10,25,49
2019-11-14,943,djerpfsafavzubgi,1,1,65,59
2005-08-13,944,zahpltgvfvyagthkiob,1,1,24,16
2013-11-18,945,rygxxgieafkmyuxz,3,3,6,80
2019-03-20,946,ckdudpmlonwggkmrlu,3,7,28,70
2017-10-11,947,vgnxdzzbgffjnkkjzxji,3,4,84,97
2012-01-10,948,snwhagzrhdaymgrdrm,3,4,20,15
2000-07-23,949,ufgdohbtsdbfqtc,3,6,64,24
2017-12-19,950,vcgzkxfnhqjzrtmrvam,1,8,48,86
2015-05-05,951,cuuqvftqcmazdhmigf,3,9,93,21
2000-12-19,952,potwzggzenkvxevwcksj,2,1,97,79
2011-05-29,953,hxxsvbuujawpydkhmh,1,9,88,20
2019-07-06,954,rdjjsnpzvtrzxwfqobtn,1,7,8,40
2005-01-31,955,qefovnhluliaxvtzln,1,1,80,11
2007-01-30,956,wsaywzudhdaswyqzgffb,2,8,91,16
2005-06-27,957,bubjcdvhstbpouuwc,3,10,33,47
2014-02-13,958,iqsuoazsyinkwgb,2,8,52,76
2001-04-25,959,ftwhjkpsnqzjbdcibjkw,1,9,27,34
2008-01-08,960,efsehlseebvalbhsuklh,3,9,73,96
2010-01-07,961,opxoftlsamdpyxo,1,2,13,78
2014-05-03,962,tikpzyqguaprlwsoboq,1,7,58,51
2012-03-24,963,nabvasiiuwtarttyxpw,2,5,48,66
2001-04-18,964,frifxiqsvyunfbpxyg,3,6,39,91
2012-09-03,965,xggozzmfyrsajztxqchb,1,2,87,89
2003-08-05,966,rsvvnfduxlfxddyjhh,2,3,62,49
2015-12-23,967,dutvayirdvpafow,2,3,97,33
2006-09-12,968,rggmeosjxqxlamokv,1,6,27,100
2012-09-08,969,cnckxvbmzrehukktjv,1,6,27,20
2004-01-24,970,mayhkiwyjbqcuhjbgfz,3,1,100,15
2002-10-17,971,rrztzykqbuorwvlo,2,1,10,32
2017-02-25,972,jdidyashwunnvct,3,2,27,30
2014-01-27,973,onprejztirluhtukzsdr,1,10,68,33
2010-07-30,974,mpqjcjpkqjpzdfc,3,10,2,70
2016-05-05,975,nzgqzypupfvyconic,1,4,82,33
2013-03-05,976,ephgwfixsxmxfimocm,3,8,2,18
2002-05-21,977,etdyycwsbgrdajhluf,2,7,68,35
2001-07-21,978,ksiijfnbnmsgzgy,1,4,7,22
2007-12-09,979,bvxojagdiwvgfrpsj,1,6,81,74
2011-05-29,980,mlupfelljiyrkhpodrc,2,4,95,92
2017-11-17,981,xdicethuhiebhjqj,1,9,42,33
2007-07-09,982,iskiwtnuslsfstciszn,3,5,51,36
2017-05-12,983,rfribfzfrbnkxhx,1,2,39,29
2007-09-21,984,dfdzxflfeyotgrgshyf,2,1,89,82
2018-02-18,985,vlqqtstbubtmntlbwsl,2,9,64,51
2008-07-17,986,zdyhwgtghiskikxpr,2,1,38,82
2009-07-21,987,pjdqlyxkespirsasxhw,2,7,59,78
2008-06-19,988,bepiaiwjowfqwwtyyh,2,7,18,30
2019-12-03,989,npnmpompawpfiyi,1,4,51,14
2003-06-17,990,tscuqxztnlpswvwvs,1,2,48,52
2013-09-03,991,ckujyoctizdazoodm,3,9,100,88
2011-12-04,992,fbtfsqxdfbbielwomp,1,6,80,72
2016-08-01,993,wvqqmxsydsrabsdmahre,3,4,78,59
2002-10-07,994,goidjiltbsykrinjb,3,3,95,69
2017-02-22,995,itnpwuvyvnksysuxa,3,4,56,40
2005-11-23,996,dxyvypbuvdaogxhx,3,7,33,77
2011-09-03,997,crmgqzansqazfzqzp,3,6,21,28
2007-09-25,998,jdopbyakpklpzzortx,2,9,37,48
2000-03-26,999,sdzqqewwbluxbmr,3,9,57,25
2001-09-27,1000,dxojtewmevfpuwtncfax,3,10,11,82
